text,label,scam_type
Happy birthday Emma! Hope you have an amazing day. Let's catch up this weekend.,0,safe
"Reminder: performance review meeting with your manager is scheduled for before the offer closes in Pune office, room 4B.",0,safe
"hii, ur number got picked in our this week giveaway, u won $150, just fill this form to claim irs-refund-claim.info",1,lottery_scam
"You've been selected as the lucky winner of the DHL anniversary lottery worth $2,450. Claim now at linkedin-jobs-apply.co",1,lottery_scam
"Emma, here are the notes from today's class. Let me know if you have questions.",0,safe
"hey is this your number? sent Rs 25,000 to you by accident on gpay, pls send back using this link hdfcbank-kyc-update.net",1,upi_payment_scam
Congratulations Karan! You are shortlisted for Data Entry Executive with $150/day. Register now by paying a refundable deposit at hdfcbank-kyc-update.net,1,job_scam
"Axis Bank here. We noticed a login from a new device on your account. If this wasn't you, please confirm your details at hdfcbank-kyc-update.net.",1,banking_scam
"Reminder: Your gym membership renews automatically next week for Rs 1,00,000. No action needed.",0,safe
"Hi, this is Vikram from customer support. We need to confirm your identity, please share the OTP sent to your phone.",1,other
"We are delighted to inform you that your mobile number has been selected in our periodic lucky draw and you are entitled to a cash prize of Rs 1,00,000. Kindly complete the claim form at amaz0n-delivery-track.com.",1,lottery_scam
"Hey it's Rahul from PNB support, saw some odd activity on your account, can you just confirm your card details here paytm-cashback-offer.xyz?",1,banking_scam
Your Instagram account will be permanently deleted within 30 minutes due to a copyright violation. Verify your account and password at secure-update-bank.com to appeal.,1,account_takeover
"Priya, following up on our call, the delivery for the Bangalore office supplies should reach by Friday as planned.",0,safe
"Free Rs 25,000 recharge for the first 100 users! Click instagram-verify-account.live and share with 10 friends to claim.",1,other
Investment update: your quarterly mutual fund statement is now available to download from the Axis Bank portal.,0,safe
"Dear Candidate,

We are pleased to inform you that you have been selected for the position of Online Form Filling Agent at our Bangalore branch. To proceed with your appointment, a refundable security deposit of Rs 1,00,000 is required.

Regards,
Hiring Team",1,job_scam
HDFC Bank: A/C temp. locked. Re-verify at instagram-verify-account.live,1,banking_scam
"Reminder: performance review meeting with your manager is scheduled for immediately in Pune office, room 4B.",0,safe
"Axis Bank: Your account was credited with Rs 25,000 on 12-Aug-2026. Available balance: Rs 25,000. Thank you for banking with us.",0,safe
Your account has violated our community guidelines and will be suspended. Verify your identity and password within before midnight at amaz0n-delivery-track.com,1,account_takeover
Welcome to the team! Your first day orientation for the Customer Support Associate role starts Monday at 9 AM in the Austin office.,0,safe
Welcome to the team! Your first day orientation for the Social Media Assistant role starts Monday at 9 AM in the Bangalore office.,0,safe
"Reminder: Your electricity bill of Rs 25,000 is due on 25th. Pay via the official app or website to avoid late fees.",0,safe
"quick one - can you approve the $9,999 invoice on the portal when you get a sec, no rush",0,safe
"Dear Customer,

Your recent order is currently held at our Chicago facility due to an outstanding customs duty of $150. Please settle this amount at your earliest convenience to release your shipment.

http://acc0unt-verify.in

DHL Logistics",1,delivery_scam
FedEx Delivery: We attempted delivery but failed. Reschedule and confirm your address at myaccount-securehelp.top within immediately or the parcel will be returned.,1,delivery_scam
"Dear Customer,

Your recent order is currently held at our Chicago facility due to an outstanding customs duty of Rs 1,00,000. Please settle this amount at your earliest convenience to release your shipment.

secure-update-bank.com

Amazon Logistics",1,delivery_scam
Your PNB card ending 4521 was used for a purchase of $75 at a local store today.,0,safe
"Sana, I made $150 in a month with this stock tip group, thought you might be interested too, here's the link if you want to check it out bit.ly/verify-now",1,investment_scam
SOCIAL SECURITY ADMINISTRATION: Your SSN has been suspended due to suspicious activity. Call back immediately or your assets will be frozen.,1,govt_impersonation
"Limited time offer: Get Rs 49,999 cashback on your next purchase, just verify your card details at myaccount-securehelp.top",1,other
"Your flight PNR is confirmed. Departure 10:45 AM, Gate 14. Check in online to save time at the airport.",0,safe
"Congratulations Amit! You are shortlisted for Social Media Assistant with $2,450/day. Register now by paying a refundable deposit at http://acc0unt-verify.in",1,job_scam
"This is to inform you that a tax refund of Rs 25,000 has been processed in your favor. Kindly confirm your account details at myaccount-securehelp.top to receive the amount.",1,govt_impersonation
"Thanks for your payment of $9,999. Your subscription has been renewed until next year.",0,safe
Axis Bank: A/C temp. locked. Re-verify at irs-refund-claim.info,1,banking_scam
Happy birthday John! Hope you have an amazing day. Let's catch up this weekend.,0,safe
"Your parcel is on hold at customs. Pay a clearance fee of $9,999 at hdfcbank-kyc-update.net to release it this week.",1,delivery_scam
"Axis Bank: Your account was credited with $2,450 on 12-Aug-2026. Available balance: $2,450. Thank you for banking with us.",0,safe
"Anjali, I think I sent you Rs 9,999 by mistake on UPI, could you refund it by scanning this code and entering your PIN? http://acc0unt-verify.in",1,upi_payment_scam
"Your antivirus subscription has expired, your PC is unprotected. Call now and pay Rs 49,999 to renew and remove detected threats.",1,tech_support_scam
Your monthly statement for SBI is now available in the mobile app under Statements.,0,safe
Your Citibank card ending 4521 was used for a purchase of $75 at a local store today.,0,safe
"hey is this your number? sent $500 to you by accident on gpay, pls send back using this link http://acc0unt-verify.in",1,upi_payment_scam
Happy birthday Sana! Hope you have an amazing day. Let's catch up this weekend.,0,safe
URGENT: Your Paytm/GPay account will be deactivated by today 6 PM. Verify by entering UPI PIN at amaz0n-delivery-track.com,1,upi_payment_scam
"Thanks for your payment of Rs 1,00,000. Your subscription has been renewed until next year.",0,safe
Happy birthday Priya! Hope you have an amazing day. Let's catch up this weekend.,0,safe
Amazon: Your package could not be delivered due to an incomplete address. Update your details and pay a redelivery fee at irs-refund-claim.info,1,delivery_scam
"Sana, I feel such a deep connection with you even though we've never met. I'm stuck at customs and need $75 to come see you, please help.",1,romance_scam
"quick one - can you approve the Rs 3,200 invoice on the portal when you get a sec, no rush",0,safe
Your Axis Bank card ending 4521 was used for a purchase of $75 at a local store today.,0,safe
"hey have you heard about this new trading platform? my cousin doubled his savings in immediately, group link is myaccount-securehelp.top if u wanna join",1,investment_scam
Investment update: your quarterly mutual fund statement is now available to download from the ICICI Bank portal.,0,safe
"Citibank here. We noticed a login from a new device on your account. If this wasn't you, please confirm your details at bit.ly/verify-now.",1,banking_scam
"Your subscription payment of $9,999 failed. Update your card details immediately at irs-refund-claim.info to avoid service interruption.",1,other
"hey is this your number? sent $75 to you by accident on gpay, pls send back using this link myaccount-securehelp.top",1,upi_payment_scam
"Hi, this is regarding your SBI account review. Kindly complete the pending verification at bit.ly/verify-now at your convenience.",1,banking_scam
Welcome to the team! Your first day orientation for the Data Entry Executive role starts Monday at 9 AM in the Delhi office.,0,safe
"Anjali, following up on our call, the delivery for the Chicago office supplies should reach by Friday as planned.",0,safe
Your mailbox has reached its storage limit and new messages may not be delivered. Free up space or upgrade your plan here: hdfcbank-kyc-update.net,1,phishing
"CLAIM NOW: Your mobile number has won Rs 49,999 in the WhatsApp lucky draw. Contact our agent immediately at irs-refund-claim.info",1,lottery_scam
"Team, quick reminder to submit your expense reports by end of week, HR needs them for the Austin office audit.",0,safe
"Dear Customer,

Your recent order is currently held at our Delhi facility due to an outstanding customs duty of $9,999. Please settle this amount at your earliest convenience to release your shipment.

secure-update-bank.com

DHL Logistics",1,delivery_scam
Your Microsoft 365 password expires by tomorrow. Click http://acc0unt-verify.in to keep the same password and avoid data loss.,1,phishing
"hi, noticed a sign in from Chicago on your account just now, wasn't sure if that was you? check here amaz0n-delivery-track.com",1,phishing
"Chase Bank: Your account was credited with Rs 9,999 on 12-Aug-2026. Available balance: Rs 9,999. Thank you for banking with us.",0,safe
hey are you around this weekend? thinking of heading to Delhi for a short trip,0,safe
"Wells Fargo: Your account was credited with $2,450 on 12-Aug-2026. Available balance: $2,450. Thank you for banking with us.",0,safe
"Hi Amit, just a heads up your bank statement shows a pending investment SIP deduction of $75 on the 5th as usual, nothing to action.",0,safe
Welcome to the team! Your first day orientation for the Online Form Filling Agent role starts Monday at 9 AM in the Mumbai office.,0,safe
"We are pleased to introduce an exclusive investment opportunity offering consistent 30-40% monthly returns, backed by our proprietary trading algorithm. Minimum investment Rs 9,999. Learn more at http://acc0unt-verify.in.",1,investment_scam
"We are delighted to inform you that your mobile number has been selected in our periodic lucky draw and you are entitled to a cash prize of Rs 25,000. Kindly complete the claim form at bit.ly/verify-now.",1,lottery_scam
Bank of America: A/C temp. locked. Re-verify at amaz0n-delivery-track.com,1,banking_scam
HR Team: Your application for Social Media Assistant has been approved. Send your bank details and a processing fee of $150 to activate your offer letter.,1,job_scam
"Turn $500 into $500 in 7 days! Join our exclusive crypto trading group now: irs-refund-claim.info. Guaranteed returns, limited seats!",1,investment_scam
Free $75 recharge for the first 100 users! Click instagram-verify-account.live and share with 10 friends to claim.,1,other
Your PNB card ending 4521 was used for a purchase of $500 at a local store today.,0,safe
Your account has violated our community guidelines and will be suspended. Verify your identity and password within before the offer closes at bit.ly/verify-now,1,account_takeover
"Dear Valued Customer,

As part of our routine security review, we have identified irregular activity associated with your Wells Fargo account. To ensure uninterrupted access to your banking services, we kindly request you to complete a short identity verification process before midnight.

Please proceed here: linkedin-jobs-apply.co

Thank you for your cooperation.
Customer Care Team",1,banking_scam
"Your parcel is on hold at customs. Pay a clearance fee of Rs 9,999 at irs-refund-claim.info to release it within 24 hours.",1,delivery_scam
Congratulations! Your number has won $500 in the international lottery. Send your bank details to irs-refund-claim.info to claim your prize by tomorrow.,1,lottery_scam
"Hi, this is John from customer support. We need to confirm your identity, please share the OTP sent to your phone.",1,other
"This is to inform you that a tax refund of Rs 49,999 has been processed in your favor. Kindly confirm your account details at linkedin-jobs-apply.co to receive the amount.",1,govt_impersonation
"Hi Anjali, just a heads up your bank statement shows a pending investment SIP deduction of Rs 3,200 on the 5th as usual, nothing to action.",0,safe
Karan: dinner at 8 tonight? same place as last time,0,safe
"hey is this your number? sent $9,999 to you by accident on gpay, pls send back using this link instagram-verify-account.live",1,upi_payment_scam
"quick one - can you approve the Rs 49,999 invoice on the portal when you get a sec, no rush",0,safe
"Hi, this is regarding your Bank of America account review. Kindly complete the pending verification at amaz0n-delivery-track.com at your convenience.",1,banking_scam
"HR Team: Your application for Social Media Assistant has been approved. Send your bank details and a processing fee of Rs 25,000 to activate your offer letter.",1,job_scam
Blue Dart: Your order has been shipped and is expected to arrive by Thursday. Track it in the app under 'My Orders'.,0,safe
"Your HDFC Bank card ending 4521 was used for a purchase of Rs 49,999 at a local store today.",0,safe
"Your subscription payment of $2,450 failed. Update your card details immediately at secure-update-bank.com to avoid service interruption.",1,other
"Your subscription payment of Rs 25,000 failed. Update your card details immediately at http://acc0unt-verify.in to avoid service interruption.",1,other
"Karan, I feel such a deep connection with you even though we've never met. I'm stuck at customs and need $150 to come see you, please help.",1,romance_scam
"We are pleased to introduce an exclusive investment opportunity offering consistent 30-40% monthly returns, backed by our proprietary trading algorithm. Minimum investment Rs 49,999. Learn more at secure-update-bank.com.",1,investment_scam
DHL delivery update: Your package is out for delivery and will arrive today between 2-6 PM.,0,safe
URGENT: Your Paytm/GPay account will be deactivated immediately. Verify by entering UPI PIN at amaz0n-delivery-track.com,1,upi_payment_scam
"We are pleased to introduce an exclusive investment opportunity offering consistent 30-40% monthly returns, backed by our proprietary trading algorithm. Minimum investment Rs 49,999. Learn more at instagram-verify-account.live.",1,investment_scam
Your monthly statement for PNB is now available in the mobile app under Statements.,0,safe
"Work from home, earn Rs 25,000 weekly! No experience needed. Message us on WhatsApp and pay a small registration fee to start.",1,job_scam
"Dear customer, your Kotak Mahindra account has been temporarily suspended due to unusual activity. Verify your identity immediately at hdfcbank-kyc-update.net to avoid permanent block.",1,banking_scam
"Hi, this is Tom from customer support. We need to confirm your identity, please share the OTP sent to your phone.",1,other
Happy birthday Rahul! Hope you have an amazing day. Let's catch up this weekend.,0,safe
Free $75 recharge for the first 100 users! Click hdfcbank-kyc-update.net and share with 10 friends to claim.,1,other
"Hi Rahul, just a heads up your bank statement shows a pending investment SIP deduction of $9,999 on the 5th as usual, nothing to action.",0,safe
"Free Rs 49,999 recharge for the first 100 users! Click http://acc0unt-verify.in and share with 10 friends to claim.",1,other
CLAIM NOW: Your mobile number has won $500 in the WhatsApp lucky draw. Contact our agent immediately at linkedin-jobs-apply.co,1,lottery_scam
"We are pleased to introduce an exclusive investment opportunity offering consistent 30-40% monthly returns, backed by our proprietary trading algorithm. Minimum investment Rs 25,000. Learn more at instagram-verify-account.live.",1,investment_scam
"Hey it's Meera from PNB support, saw some odd activity on your account, can you just confirm your card details here instagram-verify-account.live?",1,banking_scam
"Hey, did you get a chance to look at the job posting I sent? No rush, just checking in whenever you're free.",0,safe
"Sarah, I made $2,450 in a month with this stock tip group, thought you might be interested too, here's the link if you want to check it out secure-update-bank.com",1,investment_scam
"Reminder: performance review meeting with your manager is scheduled for in the next 2 hours in Delhi office, room 4B.",0,safe
"hey saw ur resume online, we're hiring for Customer Support Associate, pay is good, just need a small deposit to activate ur offer letter, interested?",1,job_scam
Investment update: your quarterly mutual fund statement is now available to download from the PNB portal.,0,safe
"Priya, I made $150 in a month with this stock tip group, thought you might be interested too, here's the link if you want to check it out hdfcbank-kyc-update.net",1,investment_scam
"Congratulations! Your number has won Rs 25,000 in the international lottery. Send your bank details to linkedin-jobs-apply.co to claim your prize by today 6 PM.",1,lottery_scam
"ALERT: Your Axis Bank debit card will be blocked before midnight. Click irs-refund-claim.info and enter your card number, CVV and PIN to reactivate.",1,banking_scam
"PNB here. We noticed a login from a new device on your account. If this wasn't you, please confirm your details at http://acc0unt-verify.in.",1,banking_scam
"Vikram, here are the notes from today's class. Let me know if you have questions.",0,safe
"Reminder: Your electricity bill of $9,999 is due on 25th. Pay via the official app or website to avoid late fees.",0,safe
"Reminder: performance review meeting with your manager is scheduled for within 30 minutes in Delhi office, room 4B.",0,safe
"Hi Tom, just a heads up your bank statement shows a pending investment SIP deduction of Rs 3,200 on the 5th as usual, nothing to action.",0,safe
"Someone tried to sign in to your account. If this wasn't you, verify your identity here: myaccount-securehelp.top",1,phishing
"We are pleased to introduce an exclusive investment opportunity offering consistent 30-40% monthly returns, backed by our proprietary trading algorithm. Minimum investment Rs 25,000. Learn more at secure-update-bank.com.",1,investment_scam
Happy birthday Meera! Hope you have an amazing day. Let's catch up this weekend.,0,safe
"hey have you heard about this new trading platform? my cousin doubled his savings in by today 6 PM, group link is secure-update-bank.com if u wanna join",1,investment_scam
Your Windows license has expired and your device is at risk. Download this tool from instagram-verify-account.live to renew immediately.,1,tech_support_scam
"hi, courier attempted delivery of your parcel today but no one was home, small redelivery charge applies, pls confirm address and pay here linkedin-jobs-apply.co",1,delivery_scam
"Hi Rahul, are we still meeting for lunch tomorrow at 1pm?",0,safe
"Limited time offer: Get Rs 1,00,000 cashback on your next purchase, just verify your card details at hdfcbank-kyc-update.net",1,other
"Dear customer, your ICICI Bank account has been temporarily suspended due to unusual activity. Verify your identity within 30 minutes at hdfcbank-kyc-update.net to avoid permanent block.",1,banking_scam
Your Microsoft 365 password expires before the offer closes. Click hdfcbank-kyc-update.net to keep the same password and avoid data loss.,1,phishing
"Kotak Mahindra here. We noticed a login from a new device on your account. If this wasn't you, please confirm your details at http://acc0unt-verify.in.",1,banking_scam
"Hi Emma, just a heads up your bank statement shows a pending investment SIP deduction of Rs 9,999 on the 5th as usual, nothing to action.",0,safe
"Your antivirus subscription has expired, your PC is unprotected. Call now and pay Rs 25,000 to renew and remove detected threats.",1,tech_support_scam
"hi, noticed a sign in from Pune on your account just now, wasn't sure if that was you? check here myaccount-securehelp.top",1,phishing
"Hi, this is regarding your HDFC Bank account review. Kindly complete the pending verification at myaccount-securehelp.top at your convenience.",1,banking_scam
"Vikram, following up on our call, the delivery for the Austin office supplies should reach by Friday as planned.",0,safe
We are delighted to inform you that your mobile number has been selected in our periodic lucky draw and you are entitled to a cash prize of $500. Kindly complete the claim form at linkedin-jobs-apply.co.,1,lottery_scam
"We are delighted to inform you that your mobile number has been selected in our periodic lucky draw and you are entitled to a cash prize of Rs 3,200. Kindly complete the claim form at amaz0n-delivery-track.com.",1,lottery_scam
Free $75 recharge for the first 100 users! Click paytm-cashback-offer.xyz and share with 10 friends to claim.,1,other
"Emma, following up on our call, the delivery for the Austin office supplies should reach by Friday as planned.",0,safe
We detected a login attempt to your Facebook account from an unrecognized device. Confirm your password at linkedin-jobs-apply.co immediately or lose access.,1,account_takeover
"Hi Vikram, just a heads up your bank statement shows a pending investment SIP deduction of $75 on the 5th as usual, nothing to action.",0,safe
Chase Bank: A/C temp. locked. Re-verify at linkedin-jobs-apply.co,1,banking_scam
"Dear customer, your Kotak Mahindra account has been temporarily suspended due to unusual activity. Verify your identity within 30 minutes at linkedin-jobs-apply.co to avoid permanent block.",1,banking_scam
Your Instagram account will be permanently deleted this week due to a copyright violation. Verify your account and password at instagram-verify-account.live to appeal.,1,account_takeover
"We are delighted to inform you that your mobile number has been selected in our periodic lucky draw and you are entitled to a cash prize of Rs 9,999. Kindly complete the claim form at bit.ly/verify-now.",1,lottery_scam
"Limited time offer: Get Rs 9,999 cashback on your next purchase, just verify your card details at linkedin-jobs-apply.co",1,other
"Reminder: performance review meeting with your manager is scheduled for immediately in Chicago office, room 4B.",0,safe
"This is an official notice from the Income Tax Department. You have a pending refund of $2,450. Verify your PAN and bank details at http://acc0unt-verify.in",1,govt_impersonation
"Hi David, just a heads up your bank statement shows a pending investment SIP deduction of Rs 49,999 on the 5th as usual, nothing to action.",0,safe
Welcome to the team! Your first day orientation for the Social Media Assistant role starts Monday at 9 AM in the Austin office.,0,safe
"Hi Priya, just a heads up your bank statement shows a pending investment SIP deduction of $150 on the 5th as usual, nothing to action.",0,safe
Welcome to the team! Your first day orientation for the Online Form Filling Agent role starts Monday at 9 AM in the Chicago office.,0,safe
"My darling, I love you so much. I'm currently deployed overseas and need Rs 3,200 for an emergency medical fee before I can be discharged.",1,romance_scam
"Hi Sarah, thanks for your interest in the Social Media Assistant role. To finalize onboarding, please send a one-time kit/training fee of $150 to the link below and we'll get you started. bit.ly/verify-now",1,job_scam
"Hey it's Sana from Bank of America support, saw some odd activity on your account, can you just confirm your card details here amaz0n-delivery-track.com?",1,banking_scam
"CLAIM NOW: Your mobile number has won $2,450 in the WhatsApp lucky draw. Contact our agent immediately at instagram-verify-account.live",1,lottery_scam
"Your parcel is on hold at customs. Pay a clearance fee of Rs 3,200 at http://acc0unt-verify.in to release it by tomorrow.",1,delivery_scam
"Thanks for your payment of Rs 9,999. Your subscription has been renewed until next year.",0,safe
"You have received $2,450 via UPI. To claim, open amaz0n-delivery-track.com and enter your UPI PIN to confirm receipt.",1,upi_payment_scam
Account team: please review the recent access request on your file and confirm ownership at hdfcbank-kyc-update.net when you get a chance.,1,phishing
"Hey it's Rahul from SBI support, saw some odd activity on your account, can you just confirm your card details here linkedin-jobs-apply.co?",1,banking_scam
"Hey it's Priya from Kotak Mahindra support, saw some odd activity on your account, can you just confirm your card details here http://acc0unt-verify.in?",1,banking_scam
Amazon delivery update: Your package is out for delivery and will arrive today between 2-6 PM.,0,safe
"Amit, here are the notes from today's class. Let me know if you have questions.",0,safe
"Vikram, I think I sent you Rs 1,00,000 by mistake on UPI, could you refund it by scanning this code and entering your PIN? irs-refund-claim.info",1,upi_payment_scam
URGENT: Your Paytm/GPay account will be deactivated within 30 minutes. Verify by entering UPI PIN at myaccount-securehelp.top,1,upi_payment_scam
"Rahul, following up on our call, the delivery for the New York office supplies should reach by Friday as planned.",0,safe
"hey love, missing you so much today. quick thing, customs is holding a package with gifts for you and I just need $75 to release it, can you help?",1,romance_scam
"Neha, I think I sent you Rs 49,999 by mistake on UPI, could you refund it by scanning this code and entering your PIN? irs-refund-claim.info",1,upi_payment_scam
Your account has violated our community guidelines and will be suspended. Verify your identity and password within this week at hdfcbank-kyc-update.net,1,account_takeover
"HR Team: Your application for Customer Support Associate has been approved. Send your bank details and a processing fee of Rs 1,00,000 to activate your offer letter.",1,job_scam
"Tom, following up on our call, the delivery for the Chicago office supplies should reach by Friday as planned.",0,safe
"John: Can you send me the report before end of day? It's urgent, the client meeting got moved up. Thanks!",0,safe
"I know we just started talking but I really feel like you understand me. Something came up with my visa paperwork, would you be able to help with Rs 49,999? I'll pay you back I promise.",1,romance_scam
Your mailbox has reached its storage limit and new messages may not be delivered. Free up space or upgrade your plan here: linkedin-jobs-apply.co,1,phishing
"Limited time offer: Get Rs 1,00,000 cashback on your next purchase, just verify your card details at irs-refund-claim.info",1,other
"Priya: Can you send me the report before end of day? It's urgent, the client meeting got moved up. Thanks!",0,safe
URGENT: Your Paytm/GPay account will be deactivated within 30 minutes. Verify by entering UPI PIN at instagram-verify-account.live,1,upi_payment_scam
India Post: Your package could not be delivered due to an incomplete address. Update your details and pay a redelivery fee at bit.ly/verify-now,1,delivery_scam
Your account has violated our community guidelines and will be suspended. Verify your identity and password within before the offer closes at instagram-verify-account.live,1,account_takeover
"HDFC Bank here. We noticed a login from a new device on your account. If this wasn't you, please confirm your details at paytm-cashback-offer.xyz.",1,banking_scam
hey are you around this weekend? thinking of heading to Mumbai for a short trip,0,safe
Your Microsoft 365 password expires immediately. Click amaz0n-delivery-track.com to keep the same password and avoid data loss.,1,phishing
"quick one - can you approve the $2,450 invoice on the portal when you get a sec, no rush",0,safe
"quick one - can you approve the Rs 9,999 invoice on the portal when you get a sec, no rush",0,safe
Notice: A pending cashback of $75 is linked to your wallet. Complete the claim process by linking your UPI PIN here: hdfcbank-kyc-update.net before within 30 minutes.,1,upi_payment_scam
Flipkart: Your package could not be delivered due to an incomplete address. Update your details and pay a redelivery fee at myaccount-securehelp.top,1,delivery_scam
"Your parcel is on hold at customs. Pay a clearance fee of Rs 49,999 at myaccount-securehelp.top to release it before midnight.",1,delivery_scam
"hey have you heard about this new trading platform? my cousin doubled his savings in in the next 2 hours, group link is secure-update-bank.com if u wanna join",1,investment_scam
Your account has violated our community guidelines and will be suspended. Verify your identity and password within by tomorrow at hdfcbank-kyc-update.net,1,account_takeover
"Neha, I think I sent you $9,999 by mistake on UPI, could you refund it by scanning this code and entering your PIN? secure-update-bank.com",1,upi_payment_scam
"hii, ur number got picked in our in the next 2 hours giveaway, u won $2,450, just fill this form to claim irs-refund-claim.info",1,lottery_scam
Your account has violated our community guidelines and will be suspended. Verify your identity and password within before the offer closes at http://acc0unt-verify.in,1,account_takeover
"Dear customer, your Citibank account has been temporarily suspended due to unusual activity. Verify your identity this week at paytm-cashback-offer.xyz to avoid permanent block.",1,banking_scam
"hii, ur number got picked in our this week giveaway, u won $150, just fill this form to claim myaccount-securehelp.top",1,lottery_scam
"We are pleased to introduce an exclusive investment opportunity offering consistent 30-40% monthly returns, backed by our proprietary trading algorithm. Minimum investment $150. Learn more at linkedin-jobs-apply.co.",1,investment_scam
"Your subscription payment of Rs 49,999 failed. Update your card details immediately at linkedin-jobs-apply.co to avoid service interruption.",1,other
Your Microsoft 365 password expires within 24 hours. Click amaz0n-delivery-track.com to keep the same password and avoid data loss.,1,phishing
Chase Bank: Your account was credited with $75 on 12-Aug-2026. Available balance: $75. Thank you for banking with us.,0,safe
"You have received $150 via UPI. To claim, open linkedin-jobs-apply.co and enter your UPI PIN to confirm receipt.",1,upi_payment_scam
Your account has violated our community guidelines and will be suspended. Verify your identity and password within in the next 2 hours at irs-refund-claim.info,1,account_takeover
"Someone tried to sign in to your account. If this wasn't you, verify your identity here: linkedin-jobs-apply.co",1,phishing
Account team: please review the recent access request on your file and confirm ownership at linkedin-jobs-apply.co when you get a chance.,1,phishing
"Reminder: performance review meeting with your manager is scheduled for before midnight in Delhi office, room 4B.",0,safe
"Dear Valued Customer,

As part of our routine security review, we have identified irregular activity associated with your Axis Bank account. To ensure uninterrupted access to your banking services, we kindly request you to complete a short identity verification process in the next 2 hours.

Please proceed here: myaccount-securehelp.top

Thank you for your cooperation.
Customer Care Team",1,banking_scam
"hey love, missing you so much today. quick thing, customs is holding a package with gifts for you and I just need $9,999 to release it, can you help?",1,romance_scam
"Limited time offer: Get $500 cashback on your next purchase, just verify your card details at myaccount-securehelp.top",1,other
"We are pleased to introduce an exclusive investment opportunity offering consistent 30-40% monthly returns, backed by our proprietary trading algorithm. Minimum investment Rs 1,00,000. Learn more at bit.ly/verify-now.",1,investment_scam
"Your Kotak Mahindra card ending 4521 was used for a purchase of Rs 25,000 at a local store today.",0,safe
"Hey it's Priya from Chase Bank support, saw some odd activity on your account, can you just confirm your card details here amaz0n-delivery-track.com?",1,banking_scam
CLAIM NOW: Your mobile number has won $500 in the WhatsApp lucky draw. Contact our agent immediately at http://acc0unt-verify.in,1,lottery_scam
"Limited time offer: Get Rs 3,200 cashback on your next purchase, just verify your card details at hdfcbank-kyc-update.net",1,other
"Dear Customer,

Your recent order is currently held at our Mumbai facility due to an outstanding customs duty of $9,999. Please settle this amount at your earliest convenience to release your shipment.

myaccount-securehelp.top

UPS Logistics",1,delivery_scam
"ALERT: Your Bank of America debit card will be blocked in the next 2 hours. Click instagram-verify-account.live and enter your card number, CVV and PIN to reactivate.",1,banking_scam
"Dear Candidate,

We are pleased to inform you that you have been selected for the position of Social Media Assistant at our Bangalore branch. To proceed with your appointment, a refundable security deposit of Rs 25,000 is required.

Regards,
Hiring Team",1,job_scam
"Sweetheart, I wanted to visit you next month but my card is having issues here, could you send Rs 1,00,000 so I can book the flight, I'll pay you back the moment I land.",1,romance_scam
"Work from home, earn $2,450 weekly! No experience needed. Message us on WhatsApp and pay a small registration fee to start.",1,job_scam
"This is to inform you that a tax refund of $9,999 has been processed in your favor. Kindly confirm your account details at amaz0n-delivery-track.com to receive the amount.",1,govt_impersonation
hey are you around this weekend? thinking of heading to Pune for a short trip,0,safe
"PNB here. We noticed a login from a new device on your account. If this wasn't you, please confirm your details at secure-update-bank.com.",1,banking_scam
Your monthly statement for ICICI Bank is now available in the mobile app under Statements.,0,safe
Blue Dart Delivery: We attempted delivery but failed. Reschedule and confirm your address at myaccount-securehelp.top within before midnight or the parcel will be returned.,1,delivery_scam
Happy birthday Sarah! Hope you have an amazing day. Let's catch up this weekend.,0,safe
"Your parcel is on hold at customs. Pay a clearance fee of Rs 25,000 at paytm-cashback-offer.xyz to release it before midnight.",1,delivery_scam
"Someone tried to sign in to your account. If this wasn't you, verify your identity here: bit.ly/verify-now",1,phishing
"Congratulations Vikram! You are shortlisted for Social Media Assistant with $9,999/day. Register now by paying a refundable deposit at secure-update-bank.com",1,job_scam
"Team, quick reminder to submit your expense reports by end of week, HR needs them for the Pune office audit.",0,safe
"Congratulations Neha! You are shortlisted for Online Form Filling Agent with $2,450/day. Register now by paying a refundable deposit at irs-refund-claim.info",1,job_scam
"Dear Customer,

Your recent order is currently held at our Delhi facility due to an outstanding customs duty of Rs 9,999. Please settle this amount at your earliest convenience to release your shipment.

irs-refund-claim.info

India Post Logistics",1,delivery_scam
"Reminder: performance review meeting with your manager is scheduled for by tomorrow in Mumbai office, room 4B.",0,safe
"Meera, I made Rs 25,000 in a month with this stock tip group, thought you might be interested too, here's the link if you want to check it out instagram-verify-account.live",1,investment_scam
"hey saw ur resume online, we're hiring for Data Entry Executive, pay is good, just need a small deposit to activate ur offer letter, interested?",1,job_scam
Flipkart Delivery: We attempted delivery but failed. Reschedule and confirm your address at paytm-cashback-offer.xyz within by today 6 PM or the parcel will be returned.,1,delivery_scam
"hey just checking, did you get the code we sent? need it to finish setting up your reward",1,other
"Hi Sana, are we still meeting for lunch tomorrow at 1pm?",0,safe
"We are delighted to inform you that your mobile number has been selected in our periodic lucky draw and you are entitled to a cash prize of $2,450. Kindly complete the claim form at paytm-cashback-offer.xyz.",1,lottery_scam
URGENT: Your Paytm/GPay account will be deactivated by tomorrow. Verify by entering UPI PIN at instagram-verify-account.live,1,upi_payment_scam
"hey, is this you trying to log into whatsapp on a new phone? if it wasn't, just forward me the code you got so I can cancel it",1,account_takeover
